Player;Team;Position;16/17 Cap Hit;17/18 Cap Hit;16/17 Salary;17/18 Salary;18/19 Salary;19/20 Salary;20/21 Salary
Dansk, Oscar;CLB;Goaltender;0.925;0.000;0.792;RFA;;;
Graves, Jacob;CLB;Defence;0.925;0.925;0.667;0.743;0.843;RFA;
De La Rose, Jacob;MTL;Left;0.925;0.000;0.925;RFA;;;
Joseph, Mathieu;TBL;Right;0.925;0.925;0.743;0.743;0.743;RFA;
Pesce, Brett;CAR;Defence;0.925;0.925;0.792;0.892;RFA;;
Olofsson, Gustav;MIN;Defence;0.925;0.000;0.925;RFA;;;
Sadowy, Dylan;DET;Defence;0.925;0.925;0.792;0.925;0.925;RFA;
Stephens, Mitchell;TBL;Center;0.925;0.925;0.667;0.925;0.925;RFA;
Johnson, Luke;CHI;Center;0.925;0.925;0.667;0.743;0.743;RFA;
Buchnevich, Pavel;NYR;Left;0.925;0.925;0.925;0.925;0.925;RFA;
Di Giuseppe, Phillip;CAR;Left;0.925;0.000;0.868;RFA;;;
Lyon, Alex;PHI;Goaltender;0.925;0.925;0.925;0.925;RFA;;
O'Gara, Rob;BOS;Defence;0.925;0.925;0.925;0.925;RFA;;
Husso, Ville;STL;Goaltender;0.925;0.925;0.693;0.925;0.925;RFA;
Carlsson, Gabriel;CLB;Defence;0.925;0.925;0.925;0.925;0.925;RFA;
Laleggia, Joey;EDM;Defence;0.925;0.000;0.925;RFA;;;
Stephenson, Chandler;WAS;Center;0.925;0.000;0.843;RFA;;;
Pastrnak, David;BOS;Right;0.925;0.000;0.925;RFA;;;
Kerdiles, Nicolas;ANA;Left;0.925;0.000;0.925;RFA;;;
Blujus, Dylan;TBL;Defence;0.925;0.000;0.792;RFA;;;
Hronek, Filip;DET;Defence;0.925;0.925;0.667;0.743;0.767;RFA;
Rittich, David;CGY;Goaltender;0.925;0.000;0.925;RFA;;;
Larsson, Jacob;ANA;Defence;0.925;0.925;0.925;0.925;0.925;RFA;
Zborovskiy, Sergey;NYR;Defence;0.925;0.925;0.667;0.743;0.792;RFA;
Renouf, Daniel;DET;Defence;0.925;0.925;0.693;0.843;RFA;;
Abramov, Vitaly;CLB;Left;0.925;0.925;0.743;0.743;0.843;RFA;
Thompson, Keaton;ANA;Defence;0.925;0.925;0.693;0.767;0.925;RFA;
Schoenborn, Alex;SJS;Right;0.925;0.925;0.667;0.743;0.743;RFA;
Loov, Viktor;NJD;Defence;0.925;0.000;0.743;RFA;;;
Lindell, Esa;DAL;Defence;0.925;0.000;0.802;RFA;;;
Ullmark, Linus;BUF;Goaltender;0.925;0.000;0.892;RFA;;;
Lehkonen, Artturi;MTL;Left;0.925;0.925;0.667;0.925;0.925;RFA;
Sorensen, Nick;ANA;Right;0.925;0.000;0.925;RFA;;;
Roy, Kevin;ANA;Center;0.925;0.925;0.925;0.925;RFA;;
LaDue, Paul;LAK;Defence;0.925;0.000;0.925;RFA;;;
Hellebuyck, Connor;WPG;Goaltender;0.925;0.000;0.693;RFA;;;
Simpson, Dillon;EDM;Defence;0.925;0.000;0.925;RFA;;;
DeBrincat, Alex;CHI;Center;0.925;0.925;0.743;0.792;0.892;RFA;
Arnesson, Linus;BOS;Defence;0.925;0.000;0.868;RFA;;;
Russell, Patrick;EDM;Right;0.925;0.925;0.925;0.925;RFA;;
Englund, Andreas;OTT;Defence;0.925;0.925;0.743;0.792;0.792;RFA;
Smith, Givani;DET;Left;0.925;0.925;0.667;0.743;0.767;RFA;
Bastian, Nathan;NJD;Right;0.925;0.925;0.667;0.743;0.792;RFA;
Gignac, Brandon;NJD;Center;0.925;0.925;0.667;0.743;0.743;RFA;
Forsling, Gustav;CHI;Defence;0.925;0.925;0.767;0.925;0.925;RFA;
Maguire, Sean;PIT;Goaltender;0.925;0.925;0.667;0.743;RFA;;
Steel, Sam;ANA;Center;0.925;0.925;0.925;0.925;0.925;RFA;
Chlapik, Filip;OTT;Center;0.925;0.925;0.743;0.743;0.792;RFA;
Santini, Steven;NJD;Defence;0.925;0.925;0.925;0.925;0.925;RFA;
Bjorkstrand, Patrick;LAK;Right;0.925;0.000;0.667;RFA;;;
Megna, Jaycob;ANA;Defence;0.925;0.000;0.925;RFA;;;
Czarnik, Austin;BOS;Center;0.925;0.000;0.843;RFA;;;
Aberg, Pontus;NAS;Left;0.925;0.000;0.843;RFA;;;
Sundqvist, Oskar;PIT;Center;0.925;0.000;0.792;RFA;;;
Archibald, Josh;PIT;Right;0.925;0.000;0.667;RFA;;;
Armia, Joel;WPG;Right;0.925;0.925;0.875;0.975;RFA;;
Laberge, Pascal;PHI;Center;0.925;0.925;0.818;0.843;0.868;RFA;
Heatherington, Dillon;DAL;Defence;0.925;0.925;0.743;0.828;RFA;;
Kujawinski, Ryan;NJD;Center;0.925;0.925;0.667;0.743;RFA;;
Johnsson, Andreas;TOR;Left;0.925;0.925;0.743;0.843;RFA;;
Montour, Brandon;ANA;Defence;0.925;0.925;0.925;0.925;RFA;;
Acciari, Noel;BOS;Center;0.925;0.000;0.892;RFA;;;
Blidh, Anton;BOS;Center;0.925;0.925;0.792;0.868;RFA;;
Hickman, Justin;BOS;Right;0.925;0.925;0.792;0.843;RFA;;
Rau, Kyle;FLA;Center;0.925;0.000;0.925;RFA;;;
Rodrigues, Evan;BUF;Center;0.925;0.000;0.843;RFA;;;
Morrison, Kenney;CGY;Defence;0.925;0.000;0.925;RFA;;;
Gillies, Jon;CGY;Goaltender;0.925;0.925;0.925;0.925;RFA;;
Hinostroza, Vinnie;CHI;Center;0.925;0.925;0.667;0.818;RFA;;
Gustafsson, Erik (II);CHI;Defence;0.925;0.000;0.667;RFA;;;
Kero, Tanner;CHI;Left;0.925;0.750;0.667;0.700;0.800;RFA;
Moutrey, Nick;CLB;Center;0.925;0.925;0.667;0.743;RFA;;
Kukan, Dean;CLB;Defence;0.925;0.000;0.792;RFA;;;
Hannikainen, Markus;CLB;Left;0.925;0.675;0.743;0.650;0.700;RFA;
Shore, Devin;DAL;Center;0.925;0.925;0.868;0.925;RFA;;
Matheson, Michael;FLA;Defence;0.925;0.925;0.925;0.925;RFA;;
Brodzinski, Jonny;LAK;Center;0.925;0.000;0.925;RFA;;;
Lintuniemi, Alex;LAK;Defence;0.925;0.925;0.718;0.777;RFA;;
Bertschy, Christoph;MIN;Center;0.925;0.925;0.743;0.892;RFA;;
Downing, Grayson;ARI;Center;0.925;0.000;0.693;RFA;;;
Labbe, Dylan;MIN;Defence;0.925;0.925;0.667;0.743;RFA;;
Williams, Stephon;NYI;Goaltender;0.925;0.000;0.925;RFA;;;
Skjei, Brady;NYR;Defence;0.925;0.925;0.925;0.925;RFA;;
Tambellini, Adam;NYR;Center;0.925;0.925;0.743;0.925;RFA;;
Bardreau, Cole;PHI;Center;0.925;0.000;0.693;RFA;;;
Marti, Christian;PHI;Defence;0.925;0.000;0.843;RFA;;;
Howden, Brett;TBL;Center;0.925;0.925;0.925;0.925;0.925;RFA;
Parayko, Colton;STL;Defence;0.925;0.000;0.925;RFA;;;
Wilcox, Adam;TBL;Goaltender;0.925;0.000;0.925;RFA;;;
Peca, Matthew;TBL;Center;0.925;0.000;0.925;RFA;;;
Hutton, Ben;VAN;Defence;0.925;2.800;0.925;2.800;2.800;RFA;
Subban, Jordan;VAN;Defence;0.925;0.925;0.743;0.830;RFA;;
Barber, Riley;WAS;Right;0.925;0.925;0.667;0.743;RFA;;
Boyd, Travis;WAS;Center;0.925;0.000;0.743;RFA;;;
Copp, Andrew;WPG;Center;0.925;0.000;0.925;RFA;;;
Hill, Adin;ARI;Goaltender;0.925;0.925;0.667;0.743;0.767;RFA;
Slavin, Jaccob;CAR;Defence;0.925;0.925;0.743;0.792;RFA;;
Smith, Hunter;CGY;Right;0.925;0.925;0.667;0.743;RFA;;
McDonald, Mason;CGY;Goaltender;0.925;0.925;0.843;0.925;RFA;;
Hultstrom, Linus;FLA;Defence;0.925;0.925;0.792;0.792;RFA;;
Simon, Dominik;PIT;Center;0.925;0.925;0.667;0.743;RFA;;
McIntyre, Zane;BOS;Goaltender;0.925;0.000;0.925;RFA;;;
Johnston, Ryan;MTL;Defence;0.925;0.000;0.693;RFA;;;
Soshnikov, Nikita;TOR;Right;0.925;0.925;0.743;0.800;RFA;;
Gravel, Kevin;LAK;Defence;0.925;0.000;0.667;RFA;;;
Saros, Juuse;NAS;Goaltender;0.925;0.925;0.667;0.743;RFA;;
Mozik, Vojtech;NJD;Defence;0.925;0.000;0.693;RFA;;;
Coleman, Blake;NJD;Center;0.925;0.000;0.693;RFA;;;
Bunting, Michael;ARI;Left;0.925;0.925;0.667;0.743;RFA;;
Dougherty, Jack;NAS;Defence;0.925;0.925;0.718;0.767;RFA;;
Lowry, Joel;LAK;Left;0.925;0.000;0.682;RFA;;;
Valleau, Nolan;CHI;Defence;0.925;0.000;0.667;RFA;;;
Sprong, Daniel;PIT;Right;0.925;0.925;0.667;0.743;RFA;;
Saarela, Aleksi;CAR;Center;0.925;0.925;0.718;0.767;0.843;RFA;
Vatrano, Frank;BOS;Center;0.925;0.925;0.792;0.843;RFA;;
Holl, Justin;TOR;Defence;0.925;0.000;0.743;RFA;;;
Gabrielle, Jesse;BOS;Left;0.925;0.925;0.743;0.743;0.818;RFA;
Dano, Marko;WPG;Center;0.925;0.000;0.925;RFA;;;
Lindgren, Charlie;MTL;Goaltender;0.925;0.000;0.925;RFA;;;
Montembeault, Samuel;FLA;Goaltender;0.925;0.925;0.667;0.743;0.767;RFA;
Dahlstrom, Carl;CHI;Defence;0.925;0.925;0.693;0.743;0.818;RFA;
Cehlarik, Peter;BOS;Left;0.925;0.925;0.693;0.743;0.792;RFA;
Pollock, Brett;CGY;Center;0.925;0.925;0.925;0.925;RFA;;
Pribyl, Daniel;CGY;Right;0.925;0.925;0.925;0.925;RFA;;
Kuraly, Sean;BOS;Center;0.925;0.925;0.693;0.925;RFA;;
Benson, Tyler;EDM;Left;0.925;0.925;0.792;0.892;0.925;RFA;
Hawryluk, Jayce;FLA;Center;0.925;0.925;0.925;0.925;RFA;;
Martin, Jonathon;SJS;Center;0.925;0.925;0.718;0.792;0.892;RFA;
Capobianco, Kyle;ARI;Defence;0.925;0.925;0.743;0.767;0.818;RFA;
Tryamkin, Nikita;VAN;Defence;0.925;0.000;0.925;RFA;;;
Lappin, Nick;NJD;Right;0.925;0.925;0.843;0.843;RFA;;
Poturalski, Andrew;CAR;Center;0.925;0.925;0.792;0.925;RFA;;
Labanc, Kevin;SJS;Right;0.925;0.925;0.667;0.743;0.743;RFA;
Amadio, Michael;LAK;Center;0.925;0.925;0.667;0.743;0.743;RFA;
Sallinen, Jere;EDM;Right;0.925;0.000;0.792;RFA;;;
Perron, Francis;OTT;Left;0.925;0.925;0.650;0.730;0.730;RFA;
Maletta, Jordan;CLB;Center;0.925;0.925;0.693;0.792;0.892;RFA;
Blueger, Theodor;PIT;Center;0.925;0.925;0.667;0.743;RFA;;
Hansson, Niklas;DAL;Defence;0.925;0.925;0.667;0.767;0.802;RFA;
Cornel, Eric;BUF;Center;0.925;0.925;0.667;0.743;0.743;RFA;
Brodzinski, Michael;SJS;Defence;0.925;0.925;0.667;0.743;0.925;RFA;
Parisi, Tom;MTL;Defence;0.925;0.925;0.667;0.767;RFA;;
Wood, Kyle;ARI;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Seeler, Nick;MIN;Defence;0.925;0.925;0.693;0.743;RFA;;
Lucia, Mario;MIN;Left;0.925;0.925;0.767;0.818;RFA;;
Nieves, Cristoval;NYR;Center;0.925;0.925;0.743;0.767;RFA;;
Carlson, Adam;WAS;Goaltender;0.925;0.925;0.667;0.743;RFA;;
Schempp, Kyle;NYI;Center;0.925;0.925;0.667;0.743;RFA;;
Prow, Ethan;PIT;Defence;0.925;0.925;0.693;0.767;RFA;;
Downing, Michael;FLA;Defence;0.925;0.925;0.743;0.792;0.925;RFA;
MacEachern, MacKenzie;STL;Left;0.925;0.925;0.925;0.925;RFA;;
Kossila, Kalle;ANA;Center;0.925;0.925;0.925;0.925;RFA;;
Boyle, Kevin;ANA;Goaltender;0.925;0.000;0.925;RFA;;;
Norell, Robin;CHI;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Ellis, Nick;EDM;Goaltender;0.925;0.925;0.925;0.925;RFA;;
Kovacs, Robin;NYR;Right;0.925;0.925;0.743;0.743;0.925;RFA;
Kyrou, Jordan;STL;Center;0.925;0.925;0.743;0.743;0.925;RFA;
Sideroff, Deven;ANA;Right;0.925;0.925;0.667;0.743;0.743;RFA;
Di Pauli, Thomas;PIT;Left;0.925;0.925;0.693;0.792;RFA;;
Gilmour, John;NYR;Defence;0.925;0.925;0.743;0.743;RFA;;
Jones, Max;ANA;Left;0.925;0.925;0.925;0.925;0.925;RFA;
Hart, Carter;PHI;Goaltender;0.925;0.925;0.743;0.792;0.843;RFA;
Girard, Samuel;NAS;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
White, Colton;NJD;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Speers, Blake;NJD;Center;0.925;0.925;0.667;0.743;0.743;RFA;
Gagne, Gabriel;OTT;Right;0.925;0.925;0.693;0.743;0.792;RFA;
Knott, Graham;CHI;Left;0.925;0.925;0.667;0.743;0.743;RFA;
Allard, Frederic;NAS;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Schemitsch, Thomas;FLA;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Vande Sompel, Mitchell;NYI;Defence;0.925;0.925;0.667;0.743;0.743;RFA;
Wilcox, Adam;FLA;Goaltender;0.925;0.000;0.925;RFA;;;
Hayden, John;CHI;Center;0.925;0.925;0.925;0.925;RFA;;
Boeser, Brock;VAN;Right;0.925;0.925;0.925;0.925;0.925;RFA;
Oleksiak, Jamie;DAL;Defence;0.919;0.000;0.919;RFA;;;
Nestrasil, Andrej;CAR;Center;0.912;0.000;0.950;RFA;;;
Danault, Phillip;MTL;Center;0.912;0.912;0.875;0.950;RFA;;
Bertuzzi, Tyler;DET;Left;0.911;0.911;0.667;0.650;RFA;;
Cassels, Cole;VAN;Center;0.905;0.905;0.575;0.650;RFA;;
Bailey, Justin;BUF;Right;0.902;0.902;0.693;0.650;RFA;;
Athanasiou, Andreas;DET;Center;0.902;0.000;0.575;RFA;;;
Paterson, Jake;DET;Goaltender;0.902;0.000;0.575;RFA;;;
Pageau, Jean-Gabriel;OTT;Center;0.900;0.000;1.100;RFA;;;
Puempel, Matt;OTT;Left;0.900;0.000;0.900;RFA;;;
Nemeth, Patrik;DAL;Defence;0.900;0.000;0.900;RFA;;;
Boll, Jared;ANA;Right;0.900;0.900;0.900;0.900;UFA;;
Jurco, Tomas;DET;Right;0.900;0.000;0.950;RFA;;;
Kelly, Chris;OTT;Center;0.900;0.000;0.900;UFA;;;
Upshall, Scottie;STL;Right;0.900;0.000;0.900;UFA;;;
Nash, Riley;BOS;Center;0.900;0.900;0.900;0.900;UFA;;
Zatkoff, Jeff;LAK;Goaltender;0.900;0.900;0.900;0.900;UFA;;
MacMillan, Mark;MTL;Right;0.900;0.000;0.665;RFA;;;
Garbutt, Ryan;DAL;Center;0.900;0.000;0.900;;;;
Hyman, Zach;TOR;Center;0.900;0.000;0.900;RFA;;;
Garbutt, Ryan;ANA;Center;0.900;0.000;2.000;UFA;;;
Granlund, Markus;VAN;Center;0.900;0.900;0.850;0.950;RFA;;
Puempel, Matt;NYR;Left;0.900;0.000;0.900;RFA;;;
Jurco, Tomas;CHI;Right;0.900;0.000;0.950;RFA;;;
Jokipakka, Jyrki;CGY;Defence;0.900;0.000;0.900;RFA;;;
Jokipakka, Jyrki;OTT;Defence;0.900;0.000;0.900;RFA;;;
McKeown, Roland;CAR;Defence;0.894;0.894;0.718;0.767;0.750;RFA;
Burakovsky, Andre;WAS;Left;0.894;0.000;0.833;RFA;;;
Stolarz, Anthony;PHI;Goaltender;0.894;0.000;0.725;RFA;;;
Kolesar, Keegan;CLB;Right;0.894;0.894;0.667;0.693;0.715;RFA;
Dickinson, Jason;DAL;Center;0.894;0.894;0.925;0.833;RFA;;
Erne, Adam;TBL;Left;0.894;0.894;0.925;0.833;RFA;;
Bowey, Madison;WAS;Defence;0.894;0.894;0.693;0.750;RFA;;
Nielsen, Andrew;TOR;Defence;0.894;0.894;0.667;0.693;0.650;RFA;
Vannelli, Thomas;STL;Defence;0.894;0.894;0.718;0.775;RFA;;
Nedeljkovic, Alex;CAR;Goaltender;0.894;0.894;0.792;0.843;0.800;RFA;
Tierney, Chris;SJS;Center;0.894;0.000;0.700;RFA;;;
Verhaeghe, Carter;NYI;Center;0.894;0.894;0.843;0.750;RFA;;
Masin, Dominik;TBL;Defence;0.894;0.894;0.667;0.925;0.833;RFA;
Collberg, Sebastian;NYI;Right;0.894;0.000;0.833;RFA;;;
Martin, Spencer;COL;Goaltender;0.894;0.894;0.743;0.750;RFA;;
Chase, Gregory;EDM;Center;0.894;0.894;0.743;0.710;RFA;;
Hagg, Robert;PHI;Defence;0.894;0.894;0.925;0.833;RFA;;
Lauzon, Jeremy;BOS;Defence;0.894;0.894;0.718;0.818;0.775;RFA;
Anderson, Josh;CLB;Right;0.894;0.000;0.700;RFA;;;
Leipsic, Brendan;TOR;Left;0.894;0.000;0.625;RFA;;;
McGinn, Brock;CAR;Left;0.894;0.000;0.800;RFA;;;
Brisebois, Guillaume;VAN;Defence;0.894;0.894;0.667;0.743;0.700;RFA;
Sieloff, Patrick;OTT;Defence;0.894;0.000;0.833;RFA;;;
Khaira, Jujhar;EDM;Left;0.894;0.000;0.833;RFA;;;
Desrosiers, Philippe;DAL;Goaltender;0.894;0.894;0.667;0.650;RFA;;
Finn, Matthew;NYI;Defence;0.894;0.000;0.833;RFA;;;
Brown, Connor;TOR;Right;0.894;0.000;0.650;RFA;;;
Kosmachuk, Scott;WPG;Right;0.894;0.000;0.725;RFA;;;
Moroz, Mitchell;ARI;Left;0.894;0.000;0.833;RFA;;;
Valiev, Rinat;TOR;Defence;0.894;0.894;0.843;0.750;RFA;;
Paul, Nick;OTT;Left;0.894;0.894;0.693;0.650;RFA;;
Dauphin, Laurent;ARI;Center;0.894;0.894;0.767;0.750;RFA;;
Elie, Remi;DAL;Left;0.894;0.894;0.767;0.700;RFA;;
Jarry, Tristan;PIT;Goaltender;0.894;0.894;0.667;0.650;RFA;;
Murray, Matt;PIT;Goaltender;0.894;3.750;0.575;3.750;3.750;3.750;RFA
Duclair, Anthony;ARI;Left;0.894;0.000;0.833;RFA;;;
MacInnis, Ryan;ARI;Center;0.894;0.894;0.718;0.843;0.833;RFA;
Pettersson, Marcus;ANA;Defence;0.894;0.894;0.725;0.825;0.833;RFA;
Holmstrom, Axel;DET;Center;0.894;0.894;0.667;0.743;0.650;RFA;
Siebenaler, Blake;CLB;Defence;0.894;0.894;0.667;0.693;0.675;RFA;
Kempe, Adrian;LAK;Left;0.894;0.894;0.925;0.925;0.833;RFA;
Point, Brayden;TBL;Center;0.894;0.894;0.667;0.667;0.650;RFA;
Kylington, Oliver;CGY;Defence;0.894;0.894;0.743;0.792;0.750;RFA;
Cernak, Erik;TBL;Defence;0.894;0.894;0.698;0.723;0.685;RFA;
Nattinen, Julius;ANA;Center;0.894;0.894;0.693;0.767;0.775;RFA;
Turgeon, Dominic;DET;Center;0.894;0.894;0.667;0.667;0.650;RFA;
Saarijarvi, Vili;DET;Defence;0.894;0.894;0.667;0.667;0.650;RFA;
Trenin, Yakov;NAS;Center;0.894;0.894;0.743;0.792;0.750;RFA;
Kamenev, Vladislav;NAS;Left;0.894;0.894;0.743;0.925;0.833;RFA;
Quenneville, John;NJD;Center;0.894;0.894;0.843;0.843;0.750;RFA;
Dermott, Travis;TOR;Defence;0.894;0.894;0.925;0.925;0.833;RFA;
Halverson, Brandon;NYR;Goaltender;0.894;0.894;0.743;0.743;0.833;RFA;
Opilka, Luke;STL;Goaltender;0.894;0.894;0.667;0.667;0.650;RFA;
Guhle, Brendan;BUF;Defence;0.894;0.894;0.667;0.743;0.700;RFA;
Siegenthaler, Jonas;WAS;Defence;0.894;0.894;0.667;0.743;0.750;RFA;
Blackwood, Mackenzie;NJD;Goaltender;0.894;0.894;0.667;0.667;0.700;RFA;
Gropp, Ryan;NYR;Left;0.894;0.894;0.667;0.925;0.833;RFA;
Zykov, Valentin;CAR;Left;0.894;0.894;0.728;0.685;RFA;;
Carlo, Brandon;BOS;Defence;0.894;0.894;0.718;0.818;0.833;RFA;
Dunn, Vince;STL;Defence;0.894;0.894;0.667;0.743;0.775;RFA;
Andersson, Rasmus;CGY;Defence;0.894;0.894;0.743;0.843;0.775;RFA;
Severson, Damon;NJD;Defence;0.888;0.000;0.600;RFA;;;
Postma, Paul;WPG;Defence;0.887;0.000;0.925;UFA;;;
De Leo, Chase;WPG;Center;0.875;0.875;0.713;0.765;RFA;;
Ritchie, Brett;DAL;Right;0.875;0.000;0.875;RFA;;;
Panik, Richard;CHI;Right;0.875;0.000;0.875;RFA;;;
Siemens, Duncan;COL;Defence;0.874;0.000;0.874;RFA;;;
Gaudet, Tyler;ARI;Center;0.874;0.000;0.874;RFA;;;
Bailey, Casey;OTT;Center;0.874;0.000;0.874;RFA;;;
Tanev, Brandon;WPG;Left;0.874;0.000;0.874;RFA;;;
Nastasiuk, Zach;DET;Right;0.872;0.872;0.625;0.650;RFA;;
Comrie, Eric;WPG;Goaltender;0.872;0.872;0.575;0.600;RFA;;
Aube-Kubel, Nicolas;PHI;Right;0.872;0.872;0.667;0.650;0.725;RFA;
Baptiste, Nicholas;BUF;Right;0.870;0.870;0.740;0.750;RFA;;
Graves, Ryan;NYR;Defence;0.865;0.865;0.655;0.650;RFA;;
Poirier, Emile;CGY;Left;0.863;0.863;0.833;0.833;RFA;;
Kapanen, Kasperi;TOR;Right;0.863;0.863;0.925;0.833;0.833;RFA;
Hartman, Ryan;CHI;Right;0.863;0.863;0.833;0.833;RFA;;
Petan, Nic;WPG;Center;0.863;0.863;0.750;0.833;RFA;;
Theodore, Shea;ANA;Defence;0.863;0.863;0.833;0.833;RFA;;
Frk, Martin;CAR;Right;0.863;0.000;0.650;RFA;;;
Bystrom, Ludwig;DAL;Defence;0.863;0.000;0.833;RFA;;;
Mantha, Anthony;DET;Right;0.863;0.863;0.833;0.833;RFA;;
Gauthier, Frederik;TOR;Center;0.863;0.863;0.833;0.833;RFA;;
Klimchuk, Morgan;CGY;Left;0.863;0.863;0.833;0.833;RFA;;
Kanzig, Keegan;CGY;Defence;0.863;0.863;0.575;0.650;RFA;;
Bjorkstrand, Oliver;CLB;Right;0.863;0.863;0.600;0.700;RFA;;
Vanecek, Vitek;WAS;Goaltender;0.863;0.863;0.693;0.700;0.750;RFA;
Bergman, Julius;SJS;Defence;0.863;0.863;0.693;0.700;0.750;RFA;
Barbashev, Ivan;STL;Center;0.863;0.863;0.743;0.650;0.833;RFA;
Fucale, Zachary;MTL;Goaltender;0.863;0.863;0.700;0.700;RFA;;
Bigras, Chris;COL;Defence;0.863;0.863;0.833;0.833;RFA;;
Chartier, Rourke;SJS;Center;0.863;0.863;0.667;0.650;0.700;RFA;
Frk, Martin;DET;Right;0.863;0.000;0.650;RFA;;;
Wotherspoon, Parker;NYI;Defence;0.858;0.858;0.660;0.735;0.812;RFA;
Musil, Adam;STL;Center;0.858;0.858;0.660;0.735;0.812;RFA;
Reway, Martin;MTL;Center;0.853;0.853;0.667;0.743;0.710;RFA;
Chiarot, Ben;WPG;Defence;0.850;0.000;0.875;RFA;;;
Rinaldo, Zac;BOS;Center;0.850;0.000;0.850;UFA;;;
Platzer, Kyle;EDM;Right;0.850;0.850;0.735;0.760;RFA;;
Connolly, Brett;WAS;Right;0.850;0.000;0.850;RFA;;;
Kostalek, Jan;WPG;Defence;0.850;0.850;0.685;0.735;RFA;;
Hodges, Steven;FLA;Center;0.850;0.000;0.710;RFA;;;
Stevens, Colin;FLA;Goaltender;0.850;0.000;0.735;RFA;;;
Lindberg, Tobias;TOR;Right;0.850;0.850;0.685;0.735;RFA;;
Prince, Shane;NYI;Center;0.850;0.850;0.800;0.900;RFA;;
Carrier, William;BUF;Left;0.848;0.848;0.652;0.750;RFA;;
Diaby, Jonathan-Ismael;NAS;Defence;0.846;0.000;0.575;RFA;;;
Cousins, Nick;PHI;Center;0.840;0.000;0.840;RFA;;;
Wikstrand, Mikael;OTT;Defence;0.837;0.000;0.880;RFA;;;
Boyes, Brad;FLA;Center;0.833;0.000;0.833;;;;
Higgins, Chris;VAN;Left;0.833;0.833;0.833;0.833;;;
Leier, Taylor;PHI;Left;0.825;0.000;0.768;RFA;;;
Van Riemsdyk, Trevor;CHI;Defence;0.825;0.825;0.750;0.900;RFA;;
Manson, Josh;ANA;Defence;0.825;0.825;0.825;0.825;RFA;;
Ferland, Micheal;CGY;Left;0.825;0.000;0.825;RFA;;;
Garland, Conor;ARI;Right;0.822;0.822;0.660;0.730;0.650;RFA;
Bozon, Tim;FLA;Left;0.818;0.000;0.625;RFA;;;
Kulak, Brett;CGY;Defence;0.817;0.000;0.680;RFA;;;
Culkin, Ryan;CGY;Defence;0.817;0.000;0.680;RFA;;;
Pulkkinen, Teemu;MIN;Left;0.812;0.000;0.812;RFA;;;
Schmidt, Nate;WAS;Defence;0.812;0.000;0.875;RFA;;;
Paquette, Cedric;TBL;Center;0.812;0.812;0.800;0.825;RFA;;
Pulkkinen, Teemu;ARI;Left;0.812;0.000;0.812;RFA;;;
Hunt, Dryden;FLA;Left;0.809;0.809;0.743;0.818;0.868;RFA;
Watson, Spencer;LAK;Right;0.808;0.808;0.655;0.730;0.733;RFA;
Timashov, Dmytro;TOR;Left;0.805;0.805;0.660;0.680;0.650;RFA;
Sherwood, Kole;CLB;Right;0.805;0.805;0.735;0.730;0.700;RFA;
Driedger, Chris;OTT;Goaltender;0.800;0.000;0.780;RFA;;;
McIlrath, Dylan;FLA;Defence;0.800;0.000;0.800;RFA;;;
Chorney, Taylor;WAS;Defence;0.800;0.800;0.775;0.825;UFA;;
Pateryn, Greg;MTL;Defence;0.800;0.800;0.750;0.850;UFA;;
Kea, Justin;BUF;Center;0.800;0.000;0.655;RFA;;;
Gustavsson, Jonas;EDM;Goaltender;0.800;0.000;0.800;UFA;;;
Hobbs, Connor;WAS;Defence;0.800;0.800;0.655;0.730;0.780;RFA;
Chiasson, Alex;CGY;Right;0.800;0.000;0.800;RFA;;;
Bear, Ethan;EDM;Defence;0.800;0.800;0.655;0.730;0.780;RFA;
Wiercioch, Patrick;COL;Defence;0.800;0.000;0.800;UFA;;;
Bourque, Gabriel;COL;Left;0.800;0.000;0.800;RFA;;;
Pochiro, Zachary;EDM;Left;0.800;0.000;0.700;RFA;;;
Wideman, Chris;OTT;Defence;0.800;0.800;0.800;0.800;UFA;;
McElhinney, Curtis;CLB;Goaltender;0.800;0.000;0.800;UFA;;;
McIlrath, Dylan;NYR;Defence;0.800;0.000;0.800;RFA;;;
Roy, Nicolas;CAR;Center;0.800;0.800;0.655;0.730;0.730;RFA;
Dumoulin, Brian;PIT;Defence;0.800;0.000;0.800;RFA;;;
McElhinney, Curtis;TOR;Goaltender;0.800;0.000;0.800;UFA;;;
Morrow, Joe;BOS;Defence;0.800;0.000;0.800;RFA;;;
Kostka, Michael;CGY;Defence;0.800;0.000;0.800;UFA;;;
Ott, Steve;DET;Left;0.800;0.000;0.800;UFA;;;
Luongo, Roberto;VAN;Goaltender;0.800;0.800;0.800;0.800;0.800;0.800;0.800
Bibeau, Antoine;TOR;Goaltender;0.800;0.000;0.680;RFA;;;
Pateryn, Greg;DAL;Defence;0.800;0.800;0.750;0.850;UFA;;
Pyatt, Tom;OTT;Center;0.800;0.000;0.800;UFA;;;
